filename,prompt,ai_app,seed,before_image,type,cfg_scale,sampling_steps,sampler_name
00001-50_k_lms_3630424891_0,"landscape skyrim dwemer, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,3630424891,,txt2img,7.5,50,k_lms
00002-50_k_lms_1838263639_0,"landscape skyrim dwemer, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,1838263639,,txt2img,7.5,50,k_lms
00016-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3593486944,,txt2img,7,150,k_lms
00017-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,4132680747,,txt2img,7,150,k_lms
00020-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3175684112,,txt2img,7,150,k_lms
00013-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,5354841202,,txt2img,7,150,k_lms
00015-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3171291698,,txt2img,7,150,k_lms
00010-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,4983045875,,txt2img,7,150,k_lms
00011-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3937406846,,txt2img,7,150,k_lms
00014-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,2541348359,,txt2img,7,150,k_lms
00012-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,2853712983,,txt2img,7,150,k_lms
00019-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,6062784819,,txt2img,7,150,k_lms
00018-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3481310424,,txt2img,7,150,k_lms
00000-50_k_lms_2927371929_0,"a gas station on a snowy road with a mountain in the background, a photo by Itō Ogura Yonesuke, pixiv, precisionism, provia, velvia, photo taken with provia",web-ui,2927371929,,txt2img,7.5,50,k_lms
00001-50_k_lms_240002057_0,"a gas station on a snowy road with a mountain in the background, a photo by Itō Ogura Yonesuke, pixiv, precisionism, provia, velvia, photo taken with provia",web-ui,240002057,,txt2img,7.5,50,k_lms
00002-50_DDIM_2569353104_0,"isometric view of an cyber punk city, surrounded by desert - rays, ray - tracing, cinematic lighting, 8 k smooth, ambient occlusion, hdr, complex, highly atmospheric lighting, highly detailed,focus, cinematic, concept art, artstation, trending ",web-ui,2569353104,,txt2img,7.5,50,DDIM
00003-147_DDIM_1370514820_0,"isometric view of an cyber punk city, surrounded by desert - rays, ray - tracing, cinematic lighting, 8 k smooth, ambient occlusion, hdr, complex, highly atmospheric lighting, highly detailed,focus, cinematic, concept art, artstation, trending ",web-ui,1370514820,,txt2img,7.5,147,DDIM
00000-50_k_lms_3439999436_0,"isometric view of an cyber punk city, surrounded by desert - rays, ray - tracing, cinematic lighting, 8 k smooth, ambient occlusion, hdr, complex, highly atmospheric lighting, highly detailed,focus, cinematic, concept art, artstation, trending ",web-ui,3439999436,,txt2img,7.5,50,k_lms
00001-50_k_lms_2599911548_0,"isometric view of an cyber punk city, surrounded by desert - rays, ray - tracing, cinematic lighting, 8 k smooth, ambient occlusion, hdr, complex, highly atmospheric lighting, highly detailed,focus, cinematic, concept art, artstation, trending ",web-ui,2599911548,,txt2img,7.5,50,k_lms
00000-147_k_lms_103479511_0,"isometric city, Illustration, Visual Perception, Spotlight, Ray Traced, FXAA, insanely detailed and intricate, hypermaximalist, elegant, ornate, hyper realistic, super detailed",web-ui,103479511,,txt2img,5,147,k_lms
00000-147_k_lms_4221147059_0,"age of empires city, Illustration, Visual Perception, Spotlight, Ray Traced, FXAA, insanely detailed and intricate, hypermaximalist, elegant, ornate, hyper realistic, super detailed",web-ui,4221147059,,txt2img,5,147,k_lms
00000-50_k_lms_3714402033_0,"isometric view of an ecovillage with psychedelic architecture, surrounded by lush nature - rays, ray - tracing, cinematic lighting, 8 k smooth, vibrant colors, ambient occlusion, hdr, complex, highly atmospheric lighting, highly detailed, alex grey, greg rutkowski, focus, cinematic, concept art, artstation, trending ",web-ui,3714402033,,txt2img,7.5,50,k_lms
00000-147_DDIM_2451506304_0,"isometric cyberpunk city nightime, Illustration, Visual Perception, Spotlight, Ray Traced, FXAA, insanely detailed and intricate, hypermaximalist, elegant, ornate, hyper realistic, super detailed",web-ui,2451506304,,txt2img,7.5,147,DDIM
00001-50_k_lms_3464074892_0,"isometric view of an ecovillage with psychedelic architecture, big bee is flying around, also a cow and a fish, surrounded by lush nature - rays, ray - tracing, cinematic lighting, 8 k smooth, vibrant colors, ambient occlusion, hdr, complex, highly atmospheric lighting, highly detailed, alex grey, greg rutkowski, focus, cinematic, concept art, artstation, trending ",web-ui,3464074892,,txt2img,7.5,50,k_lms
00000-50_k_lms_472112338_0,"isometric view of an ecovillage with psychedelic architecture, big bee is flying around, also a cow and a fish, surrounded by lush nature - rays, ray - tracing, cinematic lighting, 8 k smooth, vibrant colors, ambient occlusion, hdr, complex, highly atmospheric lighting, highly detailed, alex grey, greg rutkowski, focus, cinematic, concept art, artstation, trending ",web-ui,472112338,,txt2img,7.5,50,k_lms
00001-50_k_lms_4176917651_0,"isometric view of an ecovillage, surrounded by lush nature - rays, ray - tracing, cinematic lighting, 8 k smooth, ambient occlusion, hdr, complex, highly atmospheric lighting, highly detailed,focus, cinematic, concept art, artstation, trending ",web-ui,4176917651,,txt2img,7.5,50,k_lms
00000-50_k_lms_615691262_0,"isometric view of an ecovillage, surrounded by lush nature - rays, ray - tracing, cinematic lighting, 8 k smooth, ambient occlusion, hdr, complex, highly atmospheric lighting, highly detailed, alex grey, greg rutkowski, focus, cinematic, concept art, artstation, trending ",web-ui,615691262,,txt2img,7.5,50,k_lms
00000-147_k_lms_2514079087_0,"innsmouth, dramatic lighting, chiaroscuro, high detail, painted by greg rutkowski, painted by igor kieryluk, painted by bobby chiu, trending on artstation ",web-ui,2514079087,,txt2img,5,147,k_lms
00002-50_k_lms_1104015794_0,"a room full of analog synthetizers, korg, roland, modular, award - winning realistic sci - fi concept art by beksinski, bruegel, greg rutkowski, and yoshitaka amano, barlowe, wayne ",web-ui,1104015794,,txt2img,7.5,50,k_lms
00001-50_k_lms_3253073287_0,"a room full of analog synthetizers, korg, roland, modular, award - winning realistic sci - fi concept art by beksinski, bruegel, greg rutkowski, and yoshitaka amano, barlowe, wayne ",web-ui,3253073287,,txt2img,7.5,50,k_lms
00000-50_k_lms_2472172874_0,"a room full of analog synthetizers, korg, roland, modular, award - winning realistic sci - fi concept art by beksinski, bruegel, greg rutkowski, and yoshitaka amano, barlowe, wayne ",web-ui,2472172874,,txt2img,7.5,50,k_lms
00001-147_k_lms_1161509768_0,"isometric cyberpunk city nighttime, Illustration, Visual Perception, Spotlight, Ray Traced, FXAA, insanely detailed and intricate, hypermaximalist, elegant, ornate, hyper realistic, super detailed",web-ui,1161509768,,txt2img,7.5,147,k_lms
00000-147_DDIM_3546326984_0,"isometric cyberpunk city nighttime, Illustration, Visual Perception, Spotlight, Ray Traced, FXAA, insanely detailed and intricate, hypermaximalist, elegant, ornate, hyper realistic, super detailed",web-ui,3546326984,,txt2img,7.5,147,DDIM
00000-147_DDIM_2189420560_0,"a spaceship that looks like a manatee, colorful lights, nebula background, highly detailed, dieselpunk, high quality, 8 k, soft lighting, realistic face, path traced ",web-ui,2189420560,,txt2img,5,147,DDIM
00002-147_k_lms_1255106624_0,"a spaceship that looks like a manatee, colorful lights, nebula background, highly detailed, dieselpunk, high quality, 8 k, soft lighting, realistic face, path traced ",web-ui,1255106624,,txt2img,7,147,k_lms
00001-147_k_lms_3719871755_0,"a spaceship that looks like a manatee, colorful lights, nebula background, highly detailed, dieselpunk, high quality, 8 k, soft lighting, realistic face, path traced ",web-ui,3719871755,,txt2img,5,147,k_lms
00002-147_DDIM_853274870_0,"innsmouth, dramatic lighting, chiaroscuro, high detail, painted by greg rutkowski, painted by igor kieryluk, painted by bobby chiu, trending on artstation ",web-ui,853274870,,txt2img,5,147,DDIM
00001-147_k_lms_1064200188_0,"innsmouth, dramatic lighting, chiaroscuro, high detail, painted by greg rutkowski, painted by igor kieryluk, painted by bobby chiu, trending on artstation ",web-ui,1064200188,,txt2img,5,147,k_lms
00002-147_k_lms_3744890833_0,"portrait of a spaceship that looks like a manatee, colorful lights, nebula background, highly detailed, dieselpunk, high quality, 8 k, soft lighting, realistic face, path traced ",web-ui,3744890833,,txt2img,7,147,k_lms
00000-147_k_lms_3038352385_0,"portrait of a spaceship that looks like a manatee, colorful lights, nebula background, highly detailed, dieselpunk, high quality, 8 k, soft lighting, realistic face, path traced ",web-ui,3038352385,,txt2img,7,147,k_lms
00001-147_k_lms_1852870434_0,"portrait of a spaceship that looks like a manatee, colorful lights, nebula background, highly detailed, dieselpunk, high quality, 8 k, soft lighting, realistic face, path traced ",web-ui,1852870434,,txt2img,7,147,k_lms
00000-147_DDIM_3271919982_0,"a spaceship that looks like a manatee, colorful lights, nebula background, art by artgerm and greg rutkowski and alphonse mucha highly detailed, dieselpunk, high quality, 8 k, soft lighting, realistic face, path traced ",web-ui,3271919982,,txt2img,5,147,DDIM
00000-50_k_lms_3007888061_0,"toilet paper, a mythical beast of shit, designer, icon, vector, simple",web-ui,3007888061,,txt2img,7.5,50,k_lms
00009-150_k_heun_2828792249_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, clip art",web-ui,2828792249,,txt2img,5,150,k_heun
00002-50_k_lms_1716824539_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, clip art",web-ui,1716824539,,txt2img,11,50,k_lms
00004-50_k_lms_511703171_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, clip art",web-ui,2946771949,,txt2img,11,50,k_lms
00008-150_DDIM_2828792249_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, clip art",web-ui,2828792249,,txt2img,5,150,DDIM
00006-150_k_lms_511703171_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, clip art",web-ui,3319027588,,txt2img,11,150,k_lms
00010-150_k_lms_2828792249_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, clip art",web-ui,2828792249,,txt2img,5,150,k_lms
00007-150_k_lms_511703171_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, clip art",web-ui,2828792249,,txt2img,5,150,k_lms
00005-150_k_lms_511703171_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, clip art",web-ui,2291200329,,txt2img,11,150,k_lms
00001-50_k_lms_3857844901_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, clip art",web-ui,3857844901,,txt2img,11,50,k_lms
00000-50_k_lms_3567966448_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, clip art",web-ui,3567966448,,txt2img,11,50,k_lms
00003-50_k_lms_511703171_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, clip art",web-ui,511703171,,txt2img,11,50,k_lms
00002-150_k_lms_1141547913_0,"Towelie being a mythical beast of shit, southpark, icon,professional, vector, simple, by Sonia Delaunay, Banner",web-ui,1141547913,,txt2img,7.5,150,k_lms
00000-150_k_lms_937577652_0,"Towelie being a mythical beast of shit, southpark, icon,professional, vector, simple, by Sonia Delaunay, Banner",web-ui,937577652,,txt2img,7.5,150,k_lms
00001-150_k_lms_2797609467_0,"Towelie being a mythical beast of shit, southpark, icon,professional, vector, simple, by Sonia Delaunay, Banner",web-ui,2797609467,,txt2img,7.5,150,k_lms
00004-50_k_lms_1776736053_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, profile",web-ui,1776736053,,txt2img,5,50,k_lms
00001-150_k_lms_3536557385_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, profile",web-ui,3536557385,,txt2img,5,150,k_lms
00000-150_k_lms_2021287288_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, profile",web-ui,2021287288,,txt2img,5,150,k_lms
00003-50_k_lms_3277730_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, profile",web-ui,3277730,,txt2img,7.5,50,k_lms
00002-50_k_lms_449203996_0,"toilet paper, a mythical beast of shit, designer, icon,professional, vector, simple, profile",web-ui,449203996,,txt2img,7.5,50,k_lms
00002-150_k_lms_3635354071_0,"a mythical beast of shit, designer, icon,professional, vector, simple, by Sonia Delaunay, Banner",web-ui,3635354071,,txt2img,7.5,150,k_lms
00001-150_k_lms_119962876_0,"a mythical beast of shit, designer, icon,professional, vector, simple, by Sonia Delaunay, Banner",web-ui,119962876,,txt2img,4,150,k_lms
00000-150_k_lms_433003378_0,"a mythical beast of shit, designer, icon,professional, vector, simple, by Sonia Delaunay, Banner",web-ui,433003378,,txt2img,4,150,k_lms
00001-50_k_lms_4231689334_0,"It is the mythical beast of shit, toilet paper, designer, icon, vector, simple",web-ui,4231689334,,txt2img,7.5,50,k_lms
00000-50_k_lms_2929427966_0,"It is the mythical beast of shit, toilet paper, designer, icon, vector, simple",web-ui,2929427966,,txt2img,7.5,50,k_lms
00000-150_k_lms_742536822_0,"Towelie being a mythical beast of shit, icon,professional, vector, simple, by Sonia Delaunay, Banner",web-ui,742536822,,txt2img,7.5,150,k_lms
00000-50_k_lms_711220285_0," THE CHERRY BLOSSOM TREE HOUSE + beautiful ornate treehouse in a gigantic pink cherry blossom tree + on a high blue grey and brown cliff with light snow and pink cherry blossom trees + Roger Deakins and Moebius and Alphonse Much and Guweiz + Intricate details, very realistic, cinematic lighting, volumetric lighting, photographic, + blur bokeh defocus dof",web-ui,711220285,,txt2img,5,50,k_lms
00001-150_k_lms_1675444025_0," THE CHERRY BLOSSOM TREE HOUSE + beautiful ornate treehouse in a gigantic pink cherry blossom tree + on a high blue grey and brown cliff with light snow and pink cherry blossom trees + Roger Deakins and Moebius and Alphonse Much and Guweiz + Intricate details, very realistic, cinematic lighting, volumetric lighting, photographic, + blur bokeh defocus dof",web-ui,1675444025,,txt2img,4,150,k_lms
00000-150_k_lms_3210694323_0,"a mythical beast of shit, Towelie, southpark, icon,professional, vector, simple, by Sonia Delaunay, Banner",web-ui,3210694323,,txt2img,7.5,150,k_lms
00001-150_k_lms_2285396386_0,"a mythical beast of shit, Towelie, southpark, icon,professional, vector, simple, by Sonia Delaunay, Banner",web-ui,2285396386,,txt2img,7.5,150,k_lms
00003-150_k_lms_2335359129_0,"toilet paper, a mythical beast of shit, designer, icon, vector, simple, clip art",web-ui,2335359129,,txt2img,7.5,150,k_lms
00002-50_k_lms_140800242_0,"toilet paper, a mythical beast of shit, designer, icon, vector, simple, clip art",web-ui,140800242,,txt2img,7.5,50,k_lms
00001-50_k_lms_2693152269_0,"toilet paper, a mythical beast of shit, designer, icon, vector, simple, clip art",web-ui,2693152269,,txt2img,7.5,50,k_lms
00005-150_k_lms_2645630574_0,"toilet paper, a mythical beast of shit, designer, icon, vector, simple, clip art",web-ui,2645630574,,txt2img,11,150,k_lms
00000-50_k_lms_4268478784_0,"toilet paper, a mythical beast of shit, designer, icon, vector, simple, clip art",web-ui,4268478784,,txt2img,7.5,50,k_lms
00004-150_k_lms_2285702200_0,"toilet paper, a mythical beast of shit, designer, icon, vector, simple, clip art",web-ui,2285702200,,txt2img,7.5,150,k_lms
00001-50_k_lms_537415582_0,"It is the mythical beast of shit, designer, icon, vector, 8k",web-ui,537415582,,txt2img,7.5,50,k_lms
00000-50_k_lms_185289494_0,"It is the mythical beast of shit, designer, icon, vector, 8k",web-ui,185289494,,txt2img,7.5,50,k_lms
00004-30_k_euler_4291355885_a-beautiful-giant-tree-growing-in-the-middle-of-an-ancient-victorian-library-indoors-a-door-is-embedded-in-t,"a beautiful giant tree growing in the middle of an ancient Victorian library indoors. a door is embedded in the tree. godray on plants,  fantasy digital art, fantasy style art, fantasy hearthstone art style, fantasy game art by greg rutkowski, darksouls concept art",web-ui,4291355885,,txt2img,7.5,30,k_euler
00000-30_k_euler_716362049_david-martinez-cyberpunk,<david-martinez-cyberpunk>,web-ui,716362049,,txt2img,7.5,30,k_euler
00001-50_k_euler_1297395823_david-martinez-cyberpunk,<david-martinez-cyberpunk>,web-ui,1297395823,,txt2img,7.5,50,k_euler
00002-60_k_euler_4145334841_a-beautiful-giant-tree-growing-in-the-middle-of-an-ancient-victorian-library-indoors-a-door-is-embedded-in-t,"a beautiful giant tree growing in the middle of an ancient Victorian library indoors. a door is embedded in the tree. godray on plants,  fantasy digital art, fantasy style art, fantasy hearthstone art style, fantasy game art by greg rutkowski, darksouls concept art",web-ui,4145334841,,txt2img,7.5,60,k_euler
00003-150_k_euler_1121157150_a-beautiful-giant-tree-growing-in-the-middle-of-an-ancient-victorian-library-indoors-a-door-is-embedded-in-,"a beautiful giant tree growing in the middle of an ancient Victorian library indoors. a door is embedded in the tree. godray on plants,  fantasy digital art, fantasy style art, fantasy hearthstone art style, fantasy game art by greg rutkowski, darksouls concept art",web-ui,1121157150,,txt2img,7.5,150,k_euler
00009-50_k_euler_2829557833_periphery-logo-toilet-paper-trending-on-artstation-painted-by-greg-rutkowski,"periphery logo, toilet paper, trending on artstation, painted by greg rutkowski ",web-ui,2829557833,,txt2img,7.5,50,k_euler
00013-50_k_lms_3737087862_periphery-logo-toilet-paper-mud-tower-of-shit-trending-on-artstation-painted-by-greg-rutkowski,"periphery logo, toilet paper, mud tower of shit, trending on artstation, painted by greg rutkowski ",web-ui,3737087862,,txt2img,7.5,50,k_lms
00014-50_k_lms_1485994245_periphery-logo-toilet-paper-mud-tower-of-shit-trending-on-artstation-spray-painted-by-greg-rutkows,"periphery logo, toilet paper, mud tower of shit, trending on artstation, spray painted by greg rutkowski ",web-ui,1485994245,,txt2img,7.5,50,k_lms
00000-50_k_lms_2507710904_logo-combining-cloud-and-toilet-paper-mythical-piece-of-shit,"logo combining cloud and toilet paper, mythical piece of shit",web-ui,2507710904,,txt2img,7,50,k_lms
00005-50_k_lms_3979098441_logo-combining-cloud-and-drone,logo combining cloud and drone ,web-ui,3979098441,,txt2img,7,50,k_lms
00017-50_k_lms_3025134082_periphery-logo-mud-tower-of-shit-trending-on-artstation-spray-painted-by-greg-rutkowski,"periphery logo, mud tower of shit, trending on artstation, spray painted by greg rutkowski ",web-ui,3025134082,,txt2img,7.5,50,k_lms
00008-50_k_euler_3761301309_periphery-logo-trending-on-artstation-painted-by-greg-rutkowski,"periphery logo trending on artstation, painted by greg rutkowski ",web-ui,3761301309,,txt2img,7.5,50,k_euler
00004-50_k_lms_1122219583_https-lexica-art-prompt-3aa59e3c-c7b0-4cb9-92d8-691d7e6608c9,https://lexica.art/prompt/3aa59e3c-c7b0-4cb9-92d8-691d7e6608c9,web-ui,1122219583,,txt2img,7,50,k_lms
00007-150_k_lms_2539898214_logo-combining-cloud-and-drone,logo combining cloud and drone ,web-ui,2539898214,,txt2img,7,150,k_lms
00011-50_k_euler_1196536902_periphery-logo-toilet-paper-mud-tower-of-shit-trending-on-artstation-painted-by-greg-rutkowski,"periphery logo, toilet paper, mud tower of shit, trending on artstation, painted by greg rutkowski ",web-ui,1196536902,,txt2img,7.5,50,k_euler
00001-50_k_lms_2507710904_logo-combining-cloud-and-toilet-paper-mythical-piece-of-shit,"logo combining cloud and toilet paper, mythical piece of shit",web-ui,2507710904,,txt2img,7,50,k_lms
00015-50_k_lms_752526456_periphery-logo-toilet-paper-mud-tower-of-shit-trending-on-artstation-spray-painted-by-greg-rutkowsk,"periphery logo, toilet paper, mud tower of shit, trending on artstation, spray painted by greg rutkowski ",web-ui,752526456,,txt2img,7.5,50,k_lms
00016-50_k_lms_3013474085_periphery-logo-mud-tower-of-shit-trending-on-artstation-spray-painted-by-greg-rutkowski,"periphery logo, mud tower of shit, trending on artstation, spray painted by greg rutkowski ",web-ui,3013474085,,txt2img,7.5,50,k_lms
00002-50_k_lms_2507710904_https-lexica-art-prompt-3aa59e3c-c7b0-4cb9-92d8-691d7e6608c9,https://lexica.art/prompt/3aa59e3c-c7b0-4cb9-92d8-691d7e6608c9,web-ui,2507710904,,txt2img,7,50,k_lms
00010-50_k_euler_4241066173_periphery-logo-toilet-paper-mud-tower-of-shit-trending-on-artstation-painted-by-greg-rutkowski,"periphery logo, toilet paper, mud tower of shit, trending on artstation, painted by greg rutkowski ",web-ui,4241066173,,txt2img,7.5,50,k_euler
00006-50_k_lms_3083488137_logo-combining-cloud-and-drone,logo combining cloud and drone ,web-ui,3083488137,,txt2img,7,50,k_lms
00012-50_k_lms_3380638719_periphery-logo-toilet-paper-mud-tower-of-shit-trending-on-artstation-painted-by-greg-rutkowski,"periphery logo, toilet paper, mud tower of shit, trending on artstation, painted by greg rutkowski ",web-ui,3380638719,,txt2img,7.5,50,k_lms
00003-50_k_lms_141538801_https-lexica-art-prompt-3aa59e3c-c7b0-4cb9-92d8-691d7e6608c9,https://lexica.art/prompt/3aa59e3c-c7b0-4cb9-92d8-691d7e6608c9,web-ui,141538801,,txt2img,7,50,k_lms
00018-50_k_lms_3528086819_periphery-logo-mud-tower-of-shit-trending-on-artstation-spray-painted-by-greg-rutkowski,"periphery logo, mud tower of shit, trending on artstation, spray painted by greg rutkowski ",web-ui,3528086819,,txt2img,7.5,50,k_lms
00019-50_k_lms_2158946487_logo-mud-tower-of-shit-trending-on-artstation-vector-by-greg-rutkowski,"logo, mud tower of shit, trending on artstation, vector by greg rutkowski ",web-ui,2158946487,,txt2img,7.5,50,k_lms
00021-150_k_lms_576592224_logo-mud-tower-of-shit-trending-on-artstation-vector-by-greg-rutkowski,"logo, mud tower of shit, trending on artstation, vector by greg rutkowski ",web-ui,576592224,,txt2img,7.5,150,k_lms
00022-150_k_euler_576592224_logo-mud-tower-of-shit-trending-on-artstation-vector-by-greg-rutkowski,"logo, mud tower of shit, trending on artstation, vector by greg rutkowski ",web-ui,576592224,,txt2img,7.5,150,k_euler
00020-50_k_lms_576592224_logo-mud-tower-of-shit-trending-on-artstation-vector-by-greg-rutkowski,"logo, mud tower of shit, trending on artstation, vector by greg rutkowski ",web-ui,576592224,,txt2img,7.5,50,k_lms
00023-150_k_euler_3689221108_logo-mud-tower-of-shit-trending-on-artstation-vector-by-greg-rutkowski,"logo, mud tower of shit, trending on artstation, vector by greg rutkowski ",web-ui,3689221108,,txt2img,7.5,150,k_euler
00031-150_k_lms_2613766810_a-ripe-fox-in-a-poor-sea-by-dave-dorman-and-ian-miller-surrealist-engraving,A ripe fox in a poor sea by Dave Dorman and Ian Miller | Surrealist engraving,web-ui,2613766810,,txt2img,5,150,k_lms
00035-150_k_lms_382500225_optimist-logo-icon-vector-minimalist,"optimist logo, icon, vector, minimalist ",web-ui,382500225,,txt2img,7.5,150,k_lms
00033-150_DDIM_1695617210_a-ripe-fox-in-a-poor-sea-by-dave-dorman-and-ian-miller-surrealist-engraving,A ripe fox in a poor sea by Dave Dorman and Ian Miller | Surrealist engraving,web-ui,1695617210,,txt2img,5,150,DDIM
00034-150_k_lms_4245759717_optimist-logo-icon-vector-minimalist,"optimist logo, icon, vector, minimalist ",web-ui,4245759717,,txt2img,7.5,150,k_lms
00032-150_k_euler_3287119704_a-ripe-fox-in-a-poor-sea-by-dave-dorman-and-ian-miller-surrealist-engraving,A ripe fox in a poor sea by Dave Dorman and Ian Miller | Surrealist engraving,web-ui,3287119704,,txt2img,5,150,k_euler
00028-150_k_euler_787201762_a-tasteless-flame-in-a-treasured-bayou-by-gilbert-shelton-and-brooke-shaden-intricate-drawing,A tasteless flame in a treasured bayou by Gilbert Shelton and Brooke Shaden | intricate drawing,web-ui,787201762,,txt2img,5,150,k_euler
00030-150_k_lms_3417746655_a-tasteless-flame-in-a-treasured-bayou-by-gilbert-shelton-and-brooke-shaden-intricate-drawing,A tasteless flame in a treasured bayou by Gilbert Shelton and Brooke Shaden | intricate drawing,web-ui,3417746655,,txt2img,5,150,k_lms
00027-150_k_euler_3860060738_poolrooms-8k-unreal-engine,"<poolrooms>,   8k, unreal engine ",web-ui,3860060738,,txt2img,5,150,k_euler
00025-150_k_euler_3208575247_poolrooms-midnight-trending-on-art-station-8k-unreal-engine,"<poolrooms> midnight,  trending on art station,  8k, unreal engine ",web-ui,3208575247,,txt2img,7.5,150,k_euler
00036-150_k_euler_1568763290_optimist-logo-icon-vector-minimalist,"optimist logo, icon, vector, minimalist ",web-ui,1568763290,,txt2img,5,150,k_euler
00024-150_k_euler_2553393174_poolrooms-midnight-trending-on-art-station-8k,"<poolrooms> midnight,  trending on art station,  8k ",web-ui,2553393174,,txt2img,7.5,150,k_euler
00026-150_k_euler_4157407453_poolrooms-midnight-8k-unreal-engine,"<poolrooms> midnight,   8k, unreal engine ",web-ui,4157407453,,txt2img,7.5,150,k_euler
00029-150_k_euler_4035474216_a-tasteless-flame-in-a-treasured-bayou-by-gilbert-shelton-and-brooke-shaden-intricate-drawing,A tasteless flame in a treasured bayou by Gilbert Shelton and Brooke Shaden | intricate drawing,web-ui,4035474216,,txt2img,5,150,k_euler
00037-150_k_euler_2973313369_optimist-logo-icon-vector-minimalist-summitry,"optimist logo, icon, vector, minimalist, summitry ",web-ui,2973313369,,txt2img,5,150,k_euler
00039-150_k_euler_469322271_game-ability-icon-ui-elements-by-jay-tea,Game Ability Icon UI Elements by Jay Tea,web-ui,469322271,,txt2img,5,150,k_euler
00038-150_k_euler_3760755947_game-ability-icon-ui-elements-by-jay-tea,Game Ability Icon UI Elements by Jay Tea,web-ui,3760755947,,txt2img,5,150,k_euler
00043-150_k_euler_2226888153_graphic-ui-font,graphic ui font ,web-ui,2226888153,,txt2img,7.5,150,k_euler
00040-30_k_euler_1931029207_an-oblong-mire-in-a-premium-lake-by-harry-rountree-and-hasui-kawase-avant-garde-drawing,An oblong mire in a premium lake by Harry Rountree and Hasui Kawase | Avant-garde drawing,web-ui,1931029207,,txt2img,7.5,30,k_euler
00044-150_k_euler_2958573045_a-posh-boar-in-a-berserk-puddle-by-antoine-vit-and-fernand-leger-organic-photomontage,A posh boar in a berserk puddle by Antoine Vit and Fernand Leger | organic photomontage,web-ui,2958573045,,txt2img,7.5,150,k_euler
00045-150_k_euler_2552088180_a-raw-cloud-of-smoke-in-a-spotty-cliff-by-miho-hirano-and-ub-iwerks-vintage-illustration,A raw cloud of smoke in a spotty cliff by Miho Hirano and Ub Iwerks | vintage illustration,web-ui,2552088180,,txt2img,7.5,150,k_euler
